Timestamp,Open,High,Low,Close,Volume,EMA_20,EMA_40,EMA_200,RSI,MACD,Signal,PercentChange
2023-12-07,456.91,458.9,456.29,458.23,66995446,469.7989125,477.0108196,504.2968625,25.04056247,-5.289056801,-4.545833804,76303.00
2023-12-06,458.81,458.84,454.31,454.76,67701116,468.3666351,475.9254137,503.8039584,22.9947852,-5.849559433,-4.80657893,-40298.00
2023-12-05,455.26,457.59,454.87,456.6,69793469,467.2460032,474.9827106,503.3342672,26.90909091,-6.0752574,-5.060314624,-1971.00
2023-12-04,455.6,459.1206,454.34,456.69,72430888,466.2406696,474.0903833,502.8701452,28.44433147,-6.175673101,-5.283386319,-52495.00
2023-12-01,455.77,459.65,455.16,459.1,89183400,465.5606058,473.3591451,502.4346213,33.33333333,-5.991717618,-5.425052579,59158.00
2023-11-30,455.48,456.76,453.34,456.4,79752700,464.6881671,472.5318697,501.9765654,34.81822837,-5.994695885,-5.53898124,39374.00
2023-11-29,457.15,458.32,454.2,454.61,63145992,463.7283417,471.6576322,501.5052563,20.48438868,-6.071505685,-5.645486129,-7035.00
2023-11-28,454.08,456.27,453.5,454.93,62115011,462.8904044,470.8416501,501.0418209,23.13997478,-6.03696629,-5.723782162,9901.00
2023-11-27,454.65,455.4901,454.0799,454.48,50505985,462.0894135,470.0435208,500.5785192,24.85607856,-5.97700561,-5.774426851,-18011.00
2023-11-24,455.07,455.5,454.73,455.3,29737375,461.4428027,469.3243247,500.1279867,19.80484279,-5.796500739,-5.778841629,6153.00
2023-11-22,454.98,456.38,453.8895,455.02,59446573,460.8311072,468.6265528,499.679151,20.72617247,-5.611358738,-5.745345051,38608.00
2023-11-21,453.1842,454.131,451.9599,453.27,49244639,460.1110018,467.8774526,499.2173684,25.14915099,-5.541958496,-5.70466774,-21794.00
2023-11-20,450.53,455.125,450.52,454.26,70055633,459.5537635,467.2131866,498.7700314,31.301403,-5.345454505,-5.632825093,76975.00
2023-11-17,450.24,451.42,449.29,450.79,83193902,458.7191193,466.4120556,498.2926181,28.94854586,-5.407390643,-5.587738203,12438.00
2023-11-16,449.22,450.56,448.12,450.23,66665797,457.9106318,465.622687,497.8143831,30.89780325,-5.438965787,-5.55798372,12230.00
2023-11-15,450.11,451.38,448.8,449.68,77327573,457.1267621,464.844995,497.3354341,35.9045505,-5.445596275,-5.535506231,21170.00
2023-11-14,446.32,450.06,446.09,448.73,97176935,456.3270705,464.0588977,496.8517979,27.02860479,-5.464516501,-5.521308285,194007.00
2023-11-13,439.23,441.33,438.42,440.19,52236068,454.7902066,462.8945612,496.2879989,17.74824081,-6.098319908,-5.636710609,-9533.00
2023-11-10,435.98,440.93,433.8335,440.61,89558054,453.4397107,461.8075094,495.733989,10.80966511,-6.491888733,-5.807746234,156048.00
2023-11-09,438.43,438.47,433.4,433.84,83174417,451.5730716,460.4432407,495.1181284,9.219088937,-7.266315718,-6.099460131,-77988.00
2023-11-08,437.55,438.09,434.87,437.25,61746027,450.2089696,459.3118631,494.5423261,20.35519126,-7.518230698,-6.383214244,7323.00
2023-11-07,435.69,437.585,434.51,436.93,64256114,448.9443058,458.2200649,493.9690691,19.26229508,-7.655449208,-6.637661237,28460.00
2023-11-06,435.47,436.1498,433.68,435.69,67831660,447.681991,457.1210373,493.3891779,18.75623545,-7.774632379,-6.865055465,23004.00
2023-11-03,433.14,436.29,433.01,434.69,100167775,446.4446585,456.0268404,492.8051065,15.9338843,-7.859181789,-7.06388073,91234.00
2023-11-02,426.58,430.915,426.56,430.76,94938909,444.9508815,454.7943116,492.1877422,14.21828909,-8.149365152,-7.280977614,191643.00
2023-11-01,419.2,423.5,418.6499,422.66,98068115,442.8279404,453.2267842,491.4959239,11.97515528,-8.930000377,-7.610782167,106647.00
2023-10-31,416.18,418.53,414.21,418.2,79665150,440.4824223,451.5181606,490.7666112,8.760292772,-9.795626262,-8.047750986,62802.00
2023-10-30,413.56,416.68,412.22,415.59,86562675,438.1117154,449.7655674,490.0185852,8.936070929,-10.57039724,-8.552280237,119557.00
2023-10-27,414.19,414.6,409.21,410.68,107367671,435.4991711,447.8589543,489.2291466,8.11268799,-11.44863208,-9.131550606,-45328.00
2023-10-26,416.45,417.325,411.6,412.55,115156761,433.3135357,446.1365663,488.46617,11.74531218,-11.85706528,-9.676653542,-119747.00
2023-10-25,421.89,421.92,417.015,417.55,94223198,431.8122466,444.7420997,487.7605365,20.34994294,-11.64307916,-10.06993866,-143522.00
2023-10-24,422.65,424.82,420.74,423.63,78564239,431.032985,443.7122411,487.1224217,33.47964884,-10.8577273,-10.22749639,75393.00
2023-10-23,419.61,424.45,417.8,420.46,92035095,430.0260341,442.5779855,486.459114,30.94382448,-10.37156585,-10.25631028,-17332.00
2023-10-20,425.98,426.54,421.08,421.19,123919874,429.184507,441.5346691,485.8096701,36.49370062,-9.814242021,-10.16789663,-122881.00
2023-10-19,430.95,432.82,425.725,426.43,121322957,428.922173,440.797856,485.2188276,38.88203864,-8.847743388,-9.903865982,-87865.00
2023-10-18,434.19,435.18,429.09,430.21,93559798,429.0448232,440.2813752,484.6714761,43.55333845,-7.688147669,-9.460722319,-133251.00
2023-10-17,432.81,438.14,432.45,436.02,75324708,429.7091258,440.0735032,484.1873818,50.29105662,-6.228542502,-8.814286356,-459.00
2023-10-16,433.82,437.14,433.57,436.04,75433194,430.3120662,439.876747,483.7083034,51.21163166,-5.012401217,-8.053909328,105214.00
2023-10-13,435.21,436.45,429.88,431.5,95201132,430.4252027,439.4681252,483.1888178,50.65696023,-4.364627832,-7.316053029,-49809.00
2023-10-12,436.95,437.335,431.23,433.66,81154230,430.7332786,439.184802,482.6959937,60.91703057,-3.635066031,-6.579855629,-60965.00
2023-10-11,435.64,436.58,433.18,436.32,62451736,431.2653473,439.0450556,482.234541,68.64965006,-2.809853041,-5.825855112,40962.00
2023-10-10,432.94,437.22,432.53,434.54,78607268,431.577219,438.8252968,481.7599685,69.84293194,-2.273291832,-5.115342456,52048.00
2023-10-09,427.58,432.88,427.0101,432.29,80374362,431.6451029,438.5065018,481.26773,73.96318474,-2.006489838,-4.493571932,64021.00
2023-10-06,421.97,431.125,420.6,429.54,113273309,431.4446169,438.0691115,480.7530262,68.47944312,-1.993964175,-3.993650381,118727.00
2023-10-05,424.36,425.37,421.1701,424.5,70142744,430.7832248,437.4072036,480.1932946,57.55270593,-2.363478665,-3.667616038,-3768.00
2023-10-04,422.07,425.4299,420.56,424.66,87452968,430.2000606,436.7853888,479.6407245,51.28460963,-2.613286558,-3.456750142,72819.00
2023-10-03,425.06,427.3729,420.18,421.59,103760607,429.3800548,436.0441503,479.0631054,51.41285321,-3.024124233,-3.37022496,-133861.00
2023-10-02,426.62,428.6,424.46,427.31,83798599,429.1829067,435.6180942,478.5481491,56.80302357,-2.855246352,-3.267229238,-3977.00
2023-09-29,431.67,431.85,425.91,427.48,115111319,429.0207251,435.221114,478.0400083,51.31545978,-2.676834949,-3.14915038,-24270.00
2023-09-28,425.48,430.2499,424.87,428.52,92258308,428.973037,434.8942304,477.5472719,47.72666129,-2.42358573,-3.00403745,57974.00
2023-09-27,427.09,427.67,422.29,426.05,104705847,428.6946525,434.4628045,477.0348612,35.26455808,-2.394588926,-2.882147746,3991.00
2023-09-26,429.09,429.82,425.02,425.88,96168436,428.4265904,434.0441311,476.5258576,35.05002943,-2.358143124,-2.777346821,-146913.00
2023-09-25,429.17,432.27,428.72,432.23,70874534,428.7888199,433.9556369,476.0851028,51.01983794,-1.796162588,-2.581109974,42051.00
2023-09-22,432.45,434.1,429.99,430.42,100829684,428.9441704,433.7831668,475.6307237,45.42889391,-1.479782822,-2.360844544,-22486.00
2023-09-21,435.7,435.97,431.23,431.39,104095826,429.1771065,433.666427,475.1905175,42.6962963,-1.137664398,-2.116208515,-165284.00
2023-09-20,444.01,444.435,438.43,438.64,82562602,430.0783345,433.9090403,474.8268308,55.22692504,-0.278310482,-1.748628908,-91934.00
2023-09-19,442.68,443.29,439.94,442.71,66514648,431.2813502,434.3383554,474.5072603,62.69493177,0.722816494,-1.254339828,-20739.00
2023-09-18,443.05,444.97,442.56,443.63,55752213,432.4574121,434.7916064,474.2000239,67.96735527,1.572328324,-0.689006197,5864.00
2023-09-15,447.14,447.48,442.92,443.37,111848859,433.4967062,435.2100646,473.8932575,77.40342724,2.199241259,-0.111356706,-155210.00
2023-09-14,449.07,451.08,447.715,450.36,83430814,435.1027342,435.9490858,473.6590957,81.1439651,3.22295662,0.555505959,86224.00
2023-09-13,446.22,447.71,445.0793,446.51,60199272,436.1891405,436.4642524,473.3889554,79.63843958,3.681161458,1.180637059,11659.00
2023-09-12,446.95,448.53,445.39,445.99,67565422,437.1225557,436.928923,473.116329,75.35287731,3.956721813,1.73585401,-54856.00
2023-09-11,448.24,448.77,446.4699,448.45,60180118,438.2013599,437.4909267,472.8708929,76.79529773,4.323765147,2.253436237,65765.00
2023-09-08,444.9,447.11,444.53,445.52,62068437,438.8983732,437.8825889,472.5987447,70.72159922,4.32832884,2.668414758,15061.00
2023-09-07,443.11,445.55,442.75,444.85,70355426,439.4651948,438.2224626,472.3226378,73.96736359,4.229131405,2.980558087,-30703.00
2023-09-06,448.4,448.51,443.81,446.22,70758512,440.1085096,438.6125863,472.0629101,75.16081148,4.212505137,3.226947497,-67225.00
2023-09-05,450.73,451.06,449.17,449.24,55166210,440.9781753,439.1309968,471.8358164,72.93070909,4.392384782,3.460034954,-43220.00
2023-09-01,453.17,453.67,449.68,451.19,58944098,441.9507301,439.7192408,471.6303854,77.89417137,4.638816017,3.695791167,18652.00
2023-08-31,451.65,452.83,450.16,450.35,66084563,442.7506605,440.2378144,471.4186403,75.55256065,4.712016374,3.899036208,-14634.00
2023-08-30,449.51,451.67,448.78,451.01,69053911,443.5372643,440.7632869,471.2155693,70.27204195,4.768318462,4.072892659,41187.00
2023-08-29,442.65,449.45,442.46,449.16,83081916,444.0727629,441.1728827,470.9961109,61.39978791,4.610511625,4.180416452,144547.00
2023-08-28,442.24,443.4,439.9728,442.76,61595393,443.9477379,441.250303,470.7151545,48.71187444,3.923791037,4.129091369,63413.00
2023-08-25,438.68,441.3,435,439.97,102325103,443.5689057,441.1878492,470.4092326,45.31680441,3.118482416,3.926969578,70498.00
2023-08-24,444.69,445.22,436.855,436.89,88517272,442.9328195,440.978198,470.0757079,29.20654523,2.206306346,3.582836932,-138592.00
2023-08-23,439.25,443.67,439.1,443.03,68441021,442.9420747,441.0782859,469.8065964,44.98269896,1.956295963,3.257528738,111377.00
2023-08-22,441.18,441.18,437.57,438.15,65062861,442.4856867,440.9354427,469.4916054,39.95901639,1.348837161,2.875790423,-27087.00
2023-08-21,437.55,440.11,435.32,439.34,68718957,442.1860975,440.8576162,469.1915894,37.94016415,0.952465312,2.491125401,65063.00
2023-08-18,433.37,437.57,433.01,436.5,98851960,441.6445644,440.6450496,468.8662999,38.03078556,0.404510555,2.073802431,4813.00
2023-08-17,441.16,441.43,435.75,436.29,95711315,441.1346059,440.4326082,468.5421577,38.50080602,-0.046160671,1.649809811,-76199.00
2023-08-16,442.46,444.18,439.53,439.64,80107206,440.9922625,440.3939443,468.254574,41.60714286,-0.131488149,1.293550219,-73382.00
2023-08-15,446.27,446.64,442.3,442.89,75707534,441.1729994,440.5157032,468.0021902,41.94775552,0.062417539,1.047323683,-116490.00
2023-08-14,444.7,448.11,444.38,448.11,47867441,441.8336661,440.8861567,467.8042579,46.39344262,0.630036895,0.963866325,55200.00
2023-08-11,443.97,446.7007,443.345,445.65,68690902,442.1971265,441.1185393,467.5838176,44.69765343,0.871333691,0.945359798,-5831.00
2023-08-10,448.19,451.7,444.7,445.91,93005495,442.5507335,441.3522691,467.3681577,44.19398907,1.071194899,0.970526819,3589.00
2023-08-09,449.03,449.1999,444.96,445.75,78789575,442.8554255,441.5667925,467.1530516,45.96258584,1.202810433,1.016983541,-66853.00
2023-08-08,448.08,450.6952,445.2705,448.75,71361324,443.4168136,441.9171929,466.9699367,57.71310842,1.531537015,1.119894236,-43487.00
2023-08-07,448.71,450.865,447.99,450.71,58357464,444.1114027,442.3461103,466.8081463,64.13157895,1.927986195,1.281512628,87285.00
2023-08-04,450.72,452.895,446.27,446.81,100128902,444.368412,442.563861,466.6091597,62.77691911,1.905512063,1.406312515,-45228.00
2023-08-03,448.04,450.79,447.37,448.84,64419692,444.7942775,442.8700141,466.4323522,58.36934601,2.028126209,1.530675254,-28659.00
2023-08-02,453.25,453.52,449.3499,450.13,93933369,445.3024416,443.2241598,466.2701397,69.24807198,2.203984857,1.665337174,-139108.00
2023-08-01,456.27,457.25,455.49,456.48,55502199,446.3669709,443.8707861,466.1727254,73.62183021,2.823201919,1.896910123,-28616.00
2023-07-31,457.41,458.16,456.045,457.79,62040449,447.4548785,444.5497722,466.0893152,80.63309353,3.380671675,2.193662434,19040.00
2023-07-28,455.88,457.78,452.4918,456.92,80011790,448.3563186,445.1531979,465.9980782,79.13018921,3.709507846,2.496831516,97902.00
2023-07-27,459.02,459.44,451.55,452.49,92194375,448.7500026,445.5110907,465.8636695,67.60756372,3.571479116,2.711761036,-66300.00
2023-07-26,454.47,456.99,453.38,455.51,71052885,449.3938118,445.9988424,465.7606479,67.40209597,3.663548013,2.902118432,1536.00
2023-07-25,453.92,456.735,453.87,455.44,55191240,449.9696393,446.4593867,465.6579549,61.78077788,3.688347884,3.059364322,27300.00
2023-07-24,453.37,455.04,452.298,454.2,54023382,450.3725308,446.8369776,465.5439454,64.30244229,3.566828148,3.160857087,44672.00
2023-07-21,453.96,454.165,452.17,452.18,71275618,450.5446707,447.0976128,465.4109708,59.90521327,3.269833163,3.182652302,0.00
2023-07-20,454.17,455.1,451.44,452.18,70591642,450.7004164,447.3455341,465.2793194,60.20959035,2.999881728,3.146098188,-66345.00
2023-07-19,455.01,456.43,454.1119,455.2,65891688,451.1289481,447.7286788,465.1790276,60.23484608,2.995106311,3.115899812,22237.00
2023-07-18,450.5,454.86,450.0484,454.19,80744448,451.4204769,448.0438652,465.0696841,55.69371728,2.876662821,3.068052414,74305.00
2023-07-17,449.13,451.93,449.08,450.84,52680221,451.3651934,448.180262,464.9280952,56.71442852,2.483846265,2.951211184,34722.00
2023-07-14,450.475,451.36,448.49,449.28,69815823,451.1666035,448.2339078,464.7723927,50.74475288,2.023333622,2.765635672,-6229.00
2023-07-13,447.9,450.38,447.45,449.56,72425241,451.0135937,448.2985952,464.6210256,49.00105152,1.661811367,2.544870811,79368.00
2023-07-12,446.39,447.4799,444.91,446.02,91924527,450.5380133,448.1874442,464.4359408,29.66562986,1.077236252,2.251343899,80459.00
2023-07-11,440.45,442.97,439.44,442.46,64463752,449.7686787,447.9080567,464.2172747,22.59563818,0.322971004,1.86566932,63685.00
2023-07-10,438.18,439.84,437.585,439.66,62443501,448.8059474,447.5057125,463.9729237,21.13712375,-0.495019956,1.393531465,25310.00
2023-07-07,438.63,442.64,438.3,438.55,86134178,447.8291905,447.0688484,463.7199593,23.77727615,-1.21880182,0.871064808,-25247.00
2023-07-06,439.42,440.1,437.06,439.66,80658302,447.0511724,446.7074412,463.4805567,17.87596271,-1.683430895,0.360165667,-78307.00
2023-07-05,441.91,443.889,441.9,443.13,58418432,446.6777274,446.5329319,463.2780636,28.07267545,-1.751463009,-0.062160068,-14872.00
2023-07-03,442.92,444.08,442.63,443.79,32793378,446.4027057,446.3991303,463.0841526,31.06584212,-1.732155257,-0.396159106,11505.00
2023-06-30,441.44,444.3,441.11,443.28,104964019,446.1053052,446.2469776,462.8870963,32.87143957,-1.737972201,-0.664521725,118006.00
2023-06-29,435.96,438.28,435.54,438.11,67882304,445.3438475,445.8500519,462.640558,27.41573034,-2.135145338,-0.958646447,39414.00
2023-06-28,435.05,437.44,434.41,436.39,75635976,444.4911002,445.3885859,462.3793585,18.49246231,-2.559196708,-1.2787565,5043.00
2023-06-27,432.35,436.81,431.88,436.17,72813699,443.6986144,444.9388988,462.1185688,18.99518238,-2.879815911,-1.598968382,109632.00
2023-06-26,432.62,434.61,431.19,431.44,72823560,442.5311273,444.2804159,461.8133094,18.13403417,-3.475516814,-1.974278068,-40858.00
2023-06-23,432.93,435.06,432.47,433.21,92074537,441.6434009,443.7403957,461.5286994,23.78466558,-3.761430436,-2.331708542,-75600.00
2023-06-22,433.95,436.62,433.6,436.51,70637175,441.1545056,443.3876934,461.2797571,30.62073062,-3.679323667,-2.601231567,36096.00
2023-06-21,436.16,436.99,434.33,434.94,76982251,440.5626479,442.9756108,461.01767,32.52365931,-3.698307553,-2.820646764,-51238.00
2023-06-20,437.45,438.37,435.03,437.18,76160359,440.240491,442.6928981,460.7804792,41.31007242,-3.492345554,-2.954986522,-51882.00
2023-06-16,443.02,443.6078,438.97,439.46,114165849,440.1661585,442.5351958,460.5683352,49.66510382,-3.109300164,-2.98584925,-70945.00
2023-06-15,436.33,443.9,436.23,442.6,110303091,440.3979529,442.5383569,460.3895457,56.34995296,-2.523275426,-2.893334486,123976.00
2023-06-14,437.01,439.0612,433.59,437.18,100612080,440.0914812,442.2769737,460.158605,46.57458564,-2.467748633,-2.808217315,11908.00
2023-06-13,435.32,437.33,434.63,436.66,95899704,439.7646735,442.002975,459.924788,40.27067669,-2.437603725,-2.734094597,65928.00
